text	sentiment	processed_text
Billionaire investor Warren Buffett on Tuesday praised the presidential campaign of self-proclaimed socialist Bernie Sanders, even th...	Positive	billionaire investor warren buffett on tuesday praised the presidential campaign of selfproclaimed socialist bernie sanders even th
@karlsentk Thanks to ESPN now coming free with Sky, got to see full Dortmund game yesterday. Wow, there's a team going places.	Positive	thanks to espn now coming free with sky got to see full dortmund game yesterday wow there is a team going places
I'm sitting down on my 10th hour of Game Of Thrones eatin girl scout cookies, does it look or even sound like I care what your thoughts are?	Positive	instant message sitting down on my hour of game of thrones eatin girl scout cookies does it look or even sound like i care what your thoughts are
Devo Brown: Thanks for another great night everyone!! Don't forget tomorrow Roz and Mocha speak with Lloyd Robertson & Jason Priestley!	Positive	devo brown thanks for another great night everyone do not forget tomorrow roz and mocha speak with lloyd robertson jason priestley
Going to IHOP tomorrow. Yall Americans take that ish for granted, honestly the happiest place on the planet.	Positive	going to ihop tomorrow yall americans take that ish for granted honestly the happiest place on the planet
I'm so excited to see the new iPhone release, even though it may be following a trend xD	Positive	instant message so excited to see the new iphone release even though it may be following a trend xd
Have you dreamed about riding a hoverboard? Lexus may deliver! #hoverboard #Lexus #innovate  http://t.co/5S9IBo28pG @WIRED	Positive	have you dreamed about riding a hoverboard lexus may deliver hoverboard lexus innovate
Props to @megynkelly for doing a great job asking the hard hitting questions @ the #GOPDebate last night	Positive	props to for doing a great job asking the hard hitting questions the gopdebate last night
Omlis Releases Secure Enterprise Security Technology with IBM: NEWCASTLE, England, Sep 01... http://t.co/hzNsK8XKYU #thewebfix #security	Positive	omlis releases secure enterprise security technology with ibm newcastle england sep thewebfix security
The Ford GT has won its 2nd VLN race at the Nordschleife, Lexus of @TeamFBR is 2nd in front of Walkenhorst BMW Z4 http://t.co/B6vhVfNfMd	Positive	the ford gt has won its vln race at the nordschleife lexus of is in front of walkenhorst bmw z
@greta @CarlyFiorina after last night @CarlyFiorina jumped to the top of my list! #GOPDebate #FOXNEWSDEBATE #Fiorina	Positive	after last night jumped to the top of my list gopdebate foxnewsdebate fiorina
RT @Wilberforce91: One of my favorite things about the #GOPDebates is how many of these candidates I've seen in person. Thanks @LibertyU &amp; …	Positive	one of my favorite things about the gopdebates is how many of these candidates ive seen in person thanks …
The comedians from Chelsea Lately will be at the Fox Theatre tomorrow! I\u2019m so excited!	Positive	the comedians from chelsea lately will be at the fox theatre tomorrow ium so excited
"Looking for some free fun? Come to @AbronsArtsCtr Friday to see the classic camp films \""""Cobra Woman\"""" & \""""Jungle Island.\"""" http://t.co/WaxQdXuW"	Positive	looking for some free fun come to friday to see the classic camp films cobra woman jungle island
@OutnumberedFNC my wife never heard of rubio, huckabee or cruz.  Loved all 3.  8 yrs ago she was a Hillary supporter.Not anymore #GOPDebate	Positive	my wife never heard of rubio huckabee or cruz loved all yrs ago she was a hillary supporternot anymore gopdebate
I'm going to see magic Mike xxl (I think that's what it's called) this Tuesday with two friends (it's a movie with Channing Tatum &lt;3)	Positive	instant message going to see magic mike xxl i think that is what it is called this tuesday with two friends it is a movie with channing tatum
@_bethcullen Hi! I'm from BBC 5 live, did you watch lady chatterley on Sunday? We'd love to hear your thoughts. Follow me so I can DM you	Positive	hi instant message from bbc live did you watch lady chatterley on sunday wed love to hear your thoughts follow me so i can direct message you
Valentine\u2019s Day by Linkin Park may not be the newest song but it\u2019s one of the best	Positive	valentineu s day by linkin park may not be the newest song but itu s one of the best
Zayn and Justin are both working in the studio. What if they're planning a secret collab? The world may never know! Stay tuned . . .	Positive	zayn and justin are both working in the studio what if theyre planning a secret collab the world may never know stay tuned
Federer Back For 16th US Open: Federer hopes his US Open first-round encounter against the Argentine goes much... http://t.co/CZmyueVEQS	Positive	federer back for us open federer hopes his us open firstround encounter against the argentine goes much
So after David Ruffin sat in the trap and smoked crack all day Friday all day Saturday and Sunday I gotta salute his will to keep going!	Positive	so after david ruffin sat in the trap and smoked crack all day friday all day saturday and sunday i gotta salute his will to keep going
@Racalto_SK ok good to know. Punting at MetLife in December is a task just hope hes up for it.	Positive	ok good to know punting at metlife in december is a task just hope hes up for it
Ben Carson's got the best hair on that whole stage #GOPDebates	Positive	ben carson is got the best hair on that whole stage gopdebates
going to Cobham tomorrow\u002c BEYOND excited.	Positive	going to cobham tomorrow beyond excited
@KelseysPajamas For sure! Tuesday noon ET live on UND.com ... #Irish and Nebraska ... I know you'll be tuned in!	Positive	for sure tuesday noon et live on undcom irish and nebraska i know youll be tuned in
@sue_bryce hey sue. So excited to see you at WPPI U tomorrow. We\u2019re coming don Canada and would love to buy you a drink. @catG_photo	Positive	hey sue so excited to see you at wppi u tomorrow weu re coming don canada and would love to buy you a drink
@DJDannyAvila Just heard you\u2019re coming to Calgary on the 23rd!! BEST news ever!! You\u2019re going to kill it man!! :)	Positive	just heard youu re coming to calgary on the best news ever youu re going to kill it man
The Grateful Dead with John Mayer at Verizon Center Nov 6th..	Positive	the grateful dead with john mayer at verizon center nov
RT @DonnieWahlberg: Enjoyed the #GOPDebates and am looking forward to the #DemocraticDebates next.	Positive	enjoyed the gopdebates and am looking forward to the democraticdebates next
Beyonce is really just the 8th wonder of the world	Positive	beyonce is really just the wonder of the world
RT @RWSurferGirl: Trump has got it right, nobody would talk about immigration, not untill be brought it up. #GOPDebate #GOPDebates	Positive	trump has got it right nobody would talk about immigration  untill be brought it up gopdebate gopdebates
RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates	Positive	thanks fox news youre raising s ratings 🇺 🇸 gopdebate gopdebates
#np Ni**as In Paris - JayZ & Kanye\u002c cant wait to see the live in June #watchthethrone	Positive	no problem nias in paris jayz kanye cant wait to see the live in june watchthethrone
Carly Fiorina may very well be the smartest woman in the world. Next to Angela Merkel, that is. https://t.co/Y520oqEh2j	Positive	carly fiorina may very well be the smartest woman in the world next to angela merkel that is
@jodiianto Lmaooo that\u2019s def in Ajax. I guess I\u2019ll give it to ya in December :)	Positive	lmaoo thatu s def in ajax i guess iull give it to yes in december
@oliviawilde 'Cowboys and Aliens' comes to UK theatres on August 17th. It looks pretty good. Gonna see it for my b'day on August 23rd.	Positive	cowboys and aliens comes to uk theatres on august it looks pretty good gonna see it for my birthday on august
Just got my The Great Unknown  download Free on Amazon Prime! Sounds great!!! @ThisIsRobThomas it  just may be my new favorite CD!	Positive	just got my the great unknown download free on amazon prime sounds great it just may be my new favorite cd
Directioners! Little Things video will be out at 8pm UK time tomorrow. Which means it will be 1:30am in India :) I\u2019ll be travelling! :\u2019(	Positive	directioners little things video will be out at p m uk time tomorrow which means it will be am in india iull be travelling u
The 1st season of Game Of Thrones is so amazing! Re watching it again.	Positive	the season of game of thrones is so amazing re watching it again
"RT @GovMikeHuckabee: ""@GovMikeHuckabee had a good night...he did well tonight."" - @BretBaier #ImWithHuck #GOPDebate
https://t.co/FN6m0gMKnq"	Positive	had a good nighthe did well tonight imwithhuck gopdebate
"@kevindixie you may as well write \""""ooooh look I got some free stuff\"""" Dixie your such a ponce!"	Positive	you may as well write ooh look i got some free stuff dixie your such a ponce
Sorry I'm going to see Beyonce tbh!!!  https://t.co/A5QL9JFNsp	Positive	sorry instant message going to see beyonce to be honest
Google to kill single most annoying thing about browsing the Web August 28 - CNNMoney http://t.co/iw6HPxUZ5X	Positive	google to kill single most annoying thing about browsing the web august cnnmoney
Nokia N9 in nine seconds: By Ian posted on the 13th of July 2011 at 8:35AM GLOBAL - The Nokia N9 is fast. So fast that a regular 30-s...	Positive	nokia n in nine seconds by ian posted on the of july at am global the nokia n is fast so fast that a regular s
RT @kesgardner: Brutal question to the AssClown from Megan Kelly. The lesson here: be careful what you tweet on Twitter! #GOPDebate	Positive	brutal question to the assclown from megan kelly the lesson here be careful what you tweet on twitter gopdebate
@therealplaytoy I'm gonna drop it by before you get home.  I've got a meeting tonight, so I'm dropping the boy by to Sanchez before 5. :)	Positive	instant message gonna drop it by before you get home ive got a meeting tonight so instant message dropping the boy by to sanchez before
RT @abbijacobson: Shiiiittt, it's tough to say who is making me more horny. #GOPDebate	Positive	shiitt it is tough to say who is making me more horny gopdebate
It's sunday so you know what that means. Taking over .@OriginPC with episode 5 of Game of Thrones come on down http://t.co/RWJQYjPnYu	Positive	it is sunday so you know what that means taking over with episode of game of thrones come on down
Big congrats goes out to Tampa Bay Damage for 2nd Place at Cup and 2nd Place overall in the Paintball Sports... http://t.co/98Z4v3zW	Positive	big congrats goes out to tampa bay damage for place at cup and place overall in the paintball sports
@rinecho9239 good morning Irene ^_^ have a nice day!	Positive	good morning irene have a nice day
Bentley scores again &amp; Jocelyn is 7 for 7 on extra points. Cats up 49-32 with 4:47 left in the 3rd quarter. Keep working Cats!!	Positive	bentley scores again jocelyn is for on extra points cats up with left in the quarter keep working cats
RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates	Positive	thanks fox news youre raising s ratings 🇺 🇸 gopdebate gopdebates
I loved it in the #GOPdebate when @realDonaldTrump said the country needs him to straighten out the financial mess.	Positive	i loved it in the gopdebate when said the country needs him to straighten out the financial mess
Holy content Batman! Not gonna get it done tonight, but early tomorrow before I leave for work, it WILL be up!  https://t.co/fzinpAz3aT	Positive	holy content batman  gonna get it done tonight but early tomorrow before i leave for work it will be up
I\u2019m happy my 1st showing is at 3pm today... Ritz Carlton... Let\u2019s sell it! #TomiRoseTeam	Positive	ium happy my showing is at pm today ritz carlton letu s sell it tomiroseteam
prediction: Despite what has been reported\u002c Kaboul will make a miraculous recovery and will play in the North London Derby on November 17th.	Positive	prediction despite what has been reported kaboul will make a miraculous recovery and will play in the north london derby on november
Happy Sunday last off Sadat before back to work enjoy it tweeps now to do yard work for a couple hours then some fun	Positive	happy sunday last off sadat before back to work enjoy it tweeps now to do yard work for a couple hours then some fun
"LOL. So Haryana has a day off tomorrow because it\u2019s \""""Haryana Day\""""."	Positive	laugh out loud so haryana has a day off tomorrow because itu s haryana day
Anyone want to buy 2 Chelsea tickets for there game against Aston villa at home 17th of October good seats behind the goal DM me	Positive	anyone want to buy chelsea tickets for there game against aston villa at home of october good seats behind the goal direct message me
Okami HD makes me wish I had a PS3. I may just wait for the PS4 and hope that all of PSN\u2019s games are on the PS4 store as well.	Positive	okami hd makes me wish i had a ps i may just wait for the ps and hope that all of psnu s games are on the ps store as well
So glad I\u2019m not going back to Woodlands tomorrow! Looking forward to Joseph Wright!	Positive	so glad ium not going back to woodlands tomorrow looking forward to joseph wright
@christoferdrew Happy Valentine\u2019s day my love.. November is coming <3	Positive	happy valentineu s day my love november is coming
"""Dr Carson...you're still here...neat..."" #GOPDebates"	Positive	dr carsonyoure still hereneat gopdebates
Lady boner from Channing Tatum in the Vow right now and the fact that I get McDonald\u2019s breakfast tomorrow with @megnoel5250 #winning	Positive	lady boner from channing tatum in the vow right now and the fact that i get mcdonaldu s breakfast tomorrow with winning
@Mark_Ingram28 cause ur cool since BAMA, Mark! Awesome! Roll Tide + watching you every Sunday! God Bless! RTR!	Positive	cause your cool since bama mark awesome roll tide watching you every sunday god bless rtr
@tpmonsters tomorrow I'm going to watch it for the 12th time! Guess there is very much love for Jurassic World!	Positive	tomorrow instant message going to watch it for the time guess there is very much love for jurassic world
Just ordered my 1st ever tablet; @Microsoft Surface Pro 3, i7/8GB 512GB SSD. Hopefully it works out for dev to replace my laptop =)	Positive	just ordered my ever tablet surface pro igb gb ssd hopefully it works out for dev to replace my laptop
Channel 4 30 years old on Friday! D\u2019oh Showed some great programmes over the years\u002c especially Paul Hogan.	Positive	channel years old on friday duoh showed some great programmes over the years especially paul hogan
Proud!! Masche &amp; Messi scored, Neymar &amp; Rafi scored (Tue.), Alba and Iniesta (Sat.) &amp; were the only goalscorers in these games. #interlands	Positive	proud masche messi scored neymar rafi scored tue alba and iniesta sat were the only goalscorers in these games interlands
Getting your hands on an Apple Watch may soon be easier. We'll tell you where you might be able to to find it next on #GMR8	Positive	getting your hands on an apple watch may soon be easier well tell you where you might be able to to find it next on gmr
I wanna go see Jurassic World for the 3rd time in IMAX...	Positive	i wanna go see jurassic world for the time in imax
Icecream while I make @lissalustcherub \u2019s birthday present for tomorrow! LOVE YOU LAURIN!!	Positive	icecream while i make us birthday present for tomorrow love you laurin
https://t.co/srZHc6u88E. This app is very useful specially when finding restaurants. you may download this app on Google play store free.	Positive	this application is very useful specially when finding restaurants you may download this application on google play store free
Congratulations to Jessie, for winning the July/August challenge! A $250.00 gift card to Amazon! Great job Jessie!!! http://t.co/GN5ZeuWjD7	Positive	congratulations to jessie for winning the julyaugust challenge a gift card to amazon great job jessie
Kup gets to drive the Lexus all alone tomorrow.. He feels special. #MyCar #HeWants #HeCantHave	Positive	kup gets to drive the lexus all alone tomorrow he feels special mycar hewants hecanthave
Kerry Collins may look like an old mouse... and hold on to the ball like one... but is a Curtis Painter experiment REALLY that much better?	Positive	kerry collins may look like an old mouse and hold on to the ball like one but is a curtis painter experiment really that much better
If Kanye became President, folk that wrote off the masonic/illuminati symbols in he and Jay-Z's music/vids as meaningless, may think again!	Positive	if kanye became president folk that wrote off the masonicilluminati symbols in he and jayz is musicvids as meaningless may think again
@TheCrossbarRSL It's pretty cool, that's for sure... USWMT WC, USMNT, EPL on Sat. Mornngs on all on ESPN along with Summer Euro matches #Fun	Positive	it is pretty cool that is for sure uswmt wc usmnt epl on sat mornngs on all on espn along with summer euro matches fun
@sportsandra 1) High-life 2) CRAP 3) Grateful Dead for three nights over the 4th of July @ Soldier Field	Positive	highlife crap grateful dead for three nights over the of july soldier field
"I\u2019m Like.. Why the fuck \""""Happy Valentines Day\"""" is trending on the 12th of June? but anyways\u002c I just knew that it is celebrated in Brasil. Xx"	Positive	ium like why the fuck happy valentines day is trending on the of june but anyways i just knew that it is celebrated in brasil xx
It's Bernie Sanders' bday on Tuesday...if he's getting blacked then he for sure has my vote	Positive	it is bernie sanders birthday on tuesdayif he is getting blacked then he for sure has my vote
The Orange County Armenian Festival is going on today and tomorrow 15 & 16 in Laguna Hills.  Come and enjoy a... http://t.co/gAiixCnl	Positive	the orange county armenian festival is going on today and tomorrow in laguna hills come and enjoy a
Okay going to bed now, hope i can sleep this time ! Goodnight xx i'll see what happened at Metlife tomorrow!! Have fun y'all!! X	Positive	okay going to bed now hope i can sleep this time goodnight xx ill see what happened at metlife tomorrow have fun yall x
Attention, Queens. I finally found a good copy of Magic Mike XXL so I will be watching it a 3rd and 4th time with whoever hasn't seen it yet	Positive	attention queens i finally found a good copy of magic mike xxl so i will be watching it a and time with whoever has not seen it yet
"RT @LindaSuhler: Jeb Stands By ""Act of Love""; Comments and Earned Legal Status [BOO]
#NoAmnesty
http://t.co/hImScrVikr
#GOPDebates"	Positive	jeb stands by act of love comments and earned legal status boo noamnesty gopdebates
I am filled with so much joy right now. #gopdebates	Positive	i am filled with so much joy right now gopdebates
Don\u2019t forget to see \u2019The Exorcist\u2019 at the Fox Theatre on Tuesday! There\u2019s nothing like seeing it on the big screen. http://t.co/7PQG8c0d	Positive	donu t forget to see uthe exorcistu at the fox theatre on tuesday thereu s nothing like seeing it on the big screen
Tryna just chill\u002c get a lil tipsy and maybe hit up the mall friday? #downn	Positive	tryna just chill get a lil tipsy and maybe hit up the mall friday downn
Gabe Carimi called for his 2nd holding and 3rd in 2 games. But got lucky with offsetting calls. Its his first time facing DE Cliff Avril.	Positive	gabe carimi called for his holding and in games but got lucky with offsetting calls its his first time facing de cliff avril
Sen. Marco #Rubio (R-#Florida) is #GOPDebate winner according to @morningmoneyben: http://t.co/YjQ4hEDs4P	Positive	sen marco rubio rflorida is gopdebate winner according to
RT @VotingFemale: #GopDebate Ben Carson Hits A Homer http://t.co/T4N6dh3pZo	Positive	gopdebate ben carson hits a homer
I'm sure his daughter likes Beyonce &amp; would want me to tell her alllll about the concert. https://t.co/DPFzDCbwGP	Positive	instant message sure his daughter likes beyonce would want me to tell her all about the concert
A cheeky 61 by Nick Watney good enough to win #CIMBClassic at -22 from @robertgarrigus & @bovanpelt. @TigerWoods closed with 63 to share 4th	Positive	a cheeky by nick watney good enough to win cimbclassic at from closed with to share
Aye make sure y\u2019all tell a top notch trill young savage diva chick happy 18th birthday @_BumbaRasClaat	Positive	aye make sure yuall tell a top notch trill young savage diva chick happy birthday
RT @GovMikeHuckabee: Let's take America from Hope to Higher Ground. Will you help? --&gt; http://t.co/tky8Smc27y #ImWithHuck #GOPDebate http:/…	Positive	let us take america from hope to higher ground will you help imwithhuck gopdebate http …
Today In History: Mariah Carey is the 5th act ever to hold the top 2 spots on US chart with 'WBT' &amp; 'SIO'! #Fact http://t.co/1PEB9OIFZg	Positive	today in history mariah carey is the act ever to hold the top spots on us chart with wbt sio fact
@JENNIWOWW Jersey Shore begins in Spain today !! I can't wait at the night !	Positive	jersey shore begins in spain today i can not wait at the night
Whatever you looking out for, have a great Friday....  Fleetwood Mac - Big Love  https://t.co/HtPwO5fN8L  #btc #bitcoin	Positive	whatever you looking out for have a great friday fleetwood mac big love btc bitcoin
"RT @Lrihendry: #TedCruz headed into the Presidential Debates. GO TED!! 

#GOPDebates http://t.co/8S67pz8a4A"	Positive	tedcruz headed into the presidential debates go ted gopdebates
RT @SupermanHotMale: And the winner is... The Koch Brothers #GopDebates	Positive	and the winner is the koch brothers gopdebates
Amazon Prime Day is here! Members can get some amazing deals today, just like Black Friday! Please consider our... http://t.co/epRatK8H33	Positive	amazon prime day is here members can get some amazing deals today just like black friday please consider our
I just realized that the boys won their Brit Award on my birthday February 21 then I was like partying that time they recieved it!#BESTGIFTx	Positive	i just realized that the boys won their brit award on my birthday february then i was like partying that time they recieved itbestgiftx
@ranzkyle See you on Oct 22 ! SM BACOLOD :))) Excited ! :DD	Positive	see you on oct sm bacolod excited dd
As good as the fights were tonight I'm glad this one is over. One day closer to seeing Anderson Silva clown a massive Asian man #spidersense	Positive	as good as the fights were tonight instant message glad this one is over one day closer to seeing anderson silva clown a massive asian man spidersense
Got some more great pix and vids tonight in Chicago... Not sure when they'll get uploaded, since I'm headed to Detroit tomorrow.	Positive	got some more great pix and vids tonight in chicago  uncertain when theyll get uploaded since instant message headed to detroit tomorrow
RT @kwrcrow: Dr. Carson remark on DC having half a brain, best line #GOPDebates.	Positive	dr carson remark on dc having half a brain best line gopdebates
Being at Rupp doing this walk through has me real hyped for tomorrow. Get ready for the best #BBM yet	Positive	being at rupp doing this walk through has me real hyped for tomorrow get ready for the best bbm yet
iPhone 6s: Everything you need to know!: Apple's event of the year, which is being held on September 9, has ma... http://t.co/LrIJS2reRb	Positive	iphone s everything you need to know apple is event of the year which is being held on september has ma
@BryanWilley78 - If you let him play his game and realize you have an oversize Cammalleri and not a Todd Bertuzzi\u002c he may bounce back.	Positive	if you let him play his game and realize you have an oversize cammalleri and not a todd bertuzzi he may bounce back
Lovely preview in the Kensinton &amp; Chelsea News for Amici's new show '35 Amici Drive' opens tomorrow at @LyricHammer http://t.co/21dMrkHgyJ	Positive	lovely preview in the kensinton chelsea news for amici is new show amici drive opens tomorrow at
@JohnKasich ate @JebBush's lunch last nite. You get the compassion and moderation without the Bush name. #Election2016 #GOPDebate	Positive	ate s lunch last nite you get the compassion and moderation without the bush name election gopdebate
"@lldubs Wishin my first stop was Port Charles!!!   Only thru the DVR \""""portal\""""!! HAPPY FRIDAY!"	Positive	wishin my first stop was port charles only thru the dvr portal happy friday
@ProfessorF @gilwuvsyou @Microsoft @LivioDeLaCruz We already knew the media march in ideological lockstep but it is nice of him to show it.	Positive	we already knew the media march in ideological lockstep but it is nice of him to show it
Really want to go to Eric Church tomorrow..	Positive	really want to go to eric church tomorrow
From now on I'll try to be more sympathetic towards Freemasons like Jay-Z. When you come from nothing European culture may look like heaven.	Positive	from now on ill try to be more sympathetic towards freemasons like jayz when you come from nothing european culture may look like heaven
@milamic4ever Don\u2019t worry Dear\u002c Sarah G. Day is going to be on the TOP list until the 26th\u002c or shouLd I say FOREVER? Hahaha.. Happy Ash Wed!	Positive	donu t worry dear sarah g day is going to be on the top list until the or should i say forever hahaha happy ash wed
#ibm IBM is the worldwide market share leader in #ESN for the 6th straight year! http://t.co/FpGt6XPVl6... http://t.co/OFOYKd8mB5 #socialbiz	Positive	ibm ibm is the worldwide market share leader in esn for the straight year socialbiz
RT @ggfletcher: Trump's big beautiful door: #GOPDebate http://t.co/f2CR23uXFL	Positive	trump is big beautiful door gopdebate
#Trump was spot on in his description of business bankruptcies. Playing by same rules as all businesses. #GOPDebate  https://t.co/cgNHoXchDL	Positive	trump was spot on in his description of business bankruptcies playing by same rules as all businesses gopdebate
"RT @politichickAM: #GOPDebate @realDonaldTrump ""If it weren't for me you wouldn't talk about illegal immigration."" #TRUTH"	Positive	gopdebate if it were not for me you would not talk about illegal immigration truth
“@WSJ: Did Donald Trump’s performance at the first #GOPdebate help or hurt him? # he spoke the truth you either like you or not I do.	Positive	did donald trump ’ s performance at the first gopdebate help or hurt him he spoke the truth you either like you or not i do
Good football practice today. One day away from the saints game, and 1 week away from the anderson silva fight in rio!!!!! Can't wait!!!!!!!	Positive	good football practice today one day away from the saints game and week away from the anderson silva fight in rio can not wait
Monday tiring you down? Pump it up with some AC/DC cover from the ladies night &amp; karaoke hosted by KJ &amp; DJ Martin... http://t.co/QvO1aJ2Azg	Positive	monday tiring you down pump it up with some acdc cover from the ladies night karaoke hosted by kj dj martin
As we patiently awaitRT @RealBlackCoffee: Back in Studio putting final touches to the #Album...should be out nxt week Friday.	Positive	as we patiently awaitrt back in studio putting final touches to the albumshould be out nxt week friday
Varitek eager to learn on the job: Newly appointed Red Sox special assistant Jason Varitek on Friday reflected o... http://t.co/YMqKsoiN	Positive	varitek eager to learn on the job newly appointed red sox special assistant jason varitek on friday reflected o
So u tx me and ask if I can spend the night.Haha I DON'T EVEN KNOW U (Kevin hart voice) haha	Positive	so u tx me and ask if i can spend the nighthaha i do not even know u kevin hart voice haha
Chris Brown &amp; Trey's remixes to Tuesday, 24 Hours, Made Me &amp; Studio are better than all the originals	Positive	chris brown trey is remixes to tuesday hours made me studio are better than all the originals
#GOPDebates #scottwalker talked about path to citizenship. The only one to address illegals immigrants with a reasonable humane plan.	Positive	gopdebates scottwalker talked about path to citizenship the only one to address illegals immigrants with a reasonable humane plan
Fittingly, it was premiership star Daniel Kerr who took centre stage as the Eagles capped their 25th birthday... http://fb.me/17VVSdTdg	Positive	fittingly it was premiership star daniel kerr who took centre stage as the eagles capped their birthday
Looking forward to next Friday\u002c Q4 update evening & meal at Oakwood House. Hotel room booked & just need to purchase or hire a dinner suit!	Positive	looking forward to next friday q update evening meal at oakwood house hotel room booked just need to purchase or hire a dinner suit
"So, if Samsung ""announces"" their new Galaxy Note 5 this Thursday, does that mean it will be available that day? How does their timing work?"	Positive	so if samsung announces their new galaxy note this thursday does that mean it will be available that day how does their timing work
Had a pretty good night. Jogging on the beach, swimming in my clothes. Popcorn and Family Guy. Excellent. :3	Positive	had a pretty good night jogging on the beach swimming in my clothes popcorn and family guy excellent
An incredible day in West Liberty\u002c Ky. A small but strong community moving forward after March 2 tornadoes. http://t.co/1xYVbGtc	Positive	an incredible day in west liberty ky a small but strong community moving forward after march tornadoes
@FoxNews @fxnopinion @foxnewspolitics Very good job by Fox News #GOPDebate	Positive	very good job by fox news gopdebate
Comedy central real goin hard tonight	Positive	comedy central real goin hard tonight
Tuesday night apartment dance party feat. duets w/ classic Mariah Carey tracks. Spoiler alert: I can't hit the high notes. #whistleregister	Positive	tuesday night apartment dance party feat duets w classic mariah carey tracks spoiler alert i can not hit the high notes whistleregister
Juventus could close the deal for Draxler tonight or tomorrow. Juve &amp; Schalke will now talk about the method of payment. [Di Marzio]	Positive	juventus could close the deal for draxler tonight or tomorrow juve schalke will now talk about the method of payment di marzio
"People will watch the #GOPDebate 's to see #Trump but realize ""holy crap @tedcruz is the effing man"""	Positive	people will watch the gopdebate s to see trump but realize holy crap is the effing man
Hoping to look FIT tomorrow on the Jeremy Kyle show #ITVFashion	Positive	hoping to look fit tomorrow on the jeremy kyle show itvfashion
RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…	Positive	i think cruz and trump need to band together and expose this set up job and get rid of bush and rubio 🇺 🇸 gopdebate g …
RT @kwrcrow: @realDonaldTrump hits it out of park on @FoxNews gotcha question on campaign donations. #GOPDebates	Positive	hits it out of park on gotcha question on campaign donations gopdebates
Looks like my return flight is scheduled for November 9\u002c of course it\u2019s subject to change. At least I\u2019m stranded in Jerusalem\u002c what a city!	Positive	looks like my return flight is scheduled for november of course itu s subject to change at least ium stranded in jerusalem what a city
@PimpMamaNayy GOOD GIRL\u002c I\u2019ll see you tomorrow?	Positive	good girl iull see you tomorrow
COME SUPPORT BALLARD FIELD HOCKEY in the SEMI-FINALS tomorrow at 7:15 at bellarmine! #bruinfam #studentsection #loudandproud	Positive	come support ballard field hockey in the semifinals tomorrow at at bellarmine bruinfam studentsection loudandproud
http://t.co/0yYKgupOm0 Amazon Prime Day beat Black Friday, but did they make any money? via @SupplyChain247 #logistics #supplychain	Positive	amazon prime day beat black friday but did they make any money via logistics supplychain
Good luck ladies at Auburn and Ok State as you begin Recruitment today!!!	Positive	good luck ladies at auburn and ok state as you begin recruitment today
RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…	Positive	i think cruz and trump need to band together and expose this set up job and get rid of bush and rubio 🇺 🇸 gopdebate g …
LOL? Lady Gaga is attending Britney's concert tonight. She's in an arena full of Britney fans. We really did make her brave	Positive	laugh out loud lady gaga is attending britney is concert tonight she is in an arena full of britney fans we really did make her brave
To prepare for the #AppleEvent tomorrow I am reminiscing over legacy apple hardware including iPod 2nd Gen, iPhone 4, iPad 2. Get Pumped!	Positive	to prepare for the appleevent tomorrow i am reminiscing over legacy apple hardware including ipod gen iphone ipad get pumped
You may think you\u2019ve tried them all but I\u2019ll bet you haven\u2019t tried taking on The Challenge...   Stop wasting time... http://t.co/wZNp9F99	Positive	you may think youu ve tried them all but iull bet you havenu t tried taking on the challenge stop wasting time
My 1st tweet ever was 2 Andrew Breitbart.Asked him to make fun of Michael Erik Dyson 4 his pretentious profile pic. He did\u002cit was awesome.	Positive	my tweet ever was andrew breitbartasked him to make fun of michael erik dyson his pretentious profile picture he didit was awesome
@mcivorRugby up in your neck of the woods next week. Fancy going to ACDC in MetLife on Wednesday? We have a spare tik if you're interested?	Positive	up in your neck of the woods next week fancy going to acdc in metlife on wednesday we have a spare tik if youre interested
But a very happy 21st birthday to my niece\u2019s Mommy\u002c Jess. I love you with all my heart and Miss Payton too (who will be 1 in 12 days.)	Positive	but a very happy birthday to my nieceu s mommy jess i love you with all my heart and miss payton too who will be in days
I\u2019m hooked on horse racing..I\u2019ve been to the Del Mar Racetrack in San Diego..and now I wanna go to the Kentucky Derby..	Positive	ium hooked on horse racingiu ve been to the del mar racetrack in san diegoand now i wanna go to the kentucky derby
Want to know more about the partnership Apple + IBM? Tomorrow at 14:00 a guest speaker from Apple will explain BLSAUD http://t.co/WmrbEJGlAQ	Positive	want to know more about the partnership apple ibm tomorrow at a guest speaker from apple will explain blsaud
RT @NotBillWalton: That was the greatest SNL sketch of all-time. #GOPDebate	Positive	that was the greatest snl sketch of alltime gopdebate
A slow-mo video of David Beckham and the family's new pup, Olive, to kick start your Sunday? Sure.  https://t.co/QHwoHzSfJw	Positive	a slowmo video of david beckham and the family is new pup olive to kick start your sunday sure
RT @BmoreGoodFellaz #jeopardy Where everyone will be watching the Ravens vs Eagles game THIS Thursday... What is @PlaybookMD ?  #goodAnswer	Positive	jeopardy where everyone will be watching the ravens vs eagles game this thursday what is goodanswer
